@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 43\nSize of the tree: 85\n','Number of rules: 29\n','Number of rules: 34\n','Number of rules: 33\n','Number of rules: 37\n','Number of rules: 30\n','Number of rules: 35\n','Number of rules: 28\n','Number of rules: 40\n','Number of rules: 38\n','Number of rules: 27\n','Number of rules: 36\n','Number of rules: 31\n','Number of rules: 41\n','Number of rules: 39\n','Number of rules: 24\n','Number of rules: 32\n','Number of rules: 42\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pac-man,3,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.216359,0.177108,0.359456,73.820142,104.82183,42.9952,7529.404941,-7486.409741,1.592415,278.86685,-277.274435,12.379565,0.458502,28.792899,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.63,0.203704,0.592593,0.355913,0.644087,0.407407,0.507407,0.592593,0.54321,0.259965,0.679261,0.583649,0.305556,0.592593,0.01,0,0,0,0,0,87920,36625,5605,74.074074,37.777778,'Number of rules: 38\n',?,?,38
pac-man,3,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.20197,0.172419,0.354681,70.365757,100.999716,44.635839,1107.119063,-1062.483224,1.653179,41.00441,-39.351231,13.058711,0.483656,29.256111,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.86,0.285714,0.555556,0.357605,0.642395,0.444444,0.484211,0.555556,0.513369,0.209213,0.82695,0.687131,0.312834,0.555556,0.007,0.001,0,0,0,0,87788,36625,5605,96.296296,41.481481,'Number of rules: 35\n',?,?,35
pac-man,3,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.34,0.163846,0.374444,66.755121,106.428492,44.906238,7529.981282,-7485.075044,1.663194,278.888196,-277.225002,16.673028,0.61752,37.128534,0.5,1,0.04,1,0.96,24,0.5,1,0.5,0.5,0.5,0.46,0.7,0.287037,0.592593,0.276532,0.723468,0.407407,0.592593,0.592593,0.592593,0.316061,0.748822,0.626506,0.541667,0.592593,0.007,0,0.015625,0,15.625,0,78212,36625,5605,74.074074,29.62963,'Number of rules: 34\n',?,?,34
pac-man,4,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,15,13,0,53.571429,46.428571,0,0.18018,0.187261,0.360976,76.765777,103.305195,46.553773,6462.505556,-6415.951784,1.662635,230.80377,-229.141135,13.337294,0.476332,28.649222,0.333333,1,0.04,1,0.96,24,0.666667,2,0.5,0.333333,0.4,0.352282,0.74,0.335714,0.535714,0.369193,0.630807,0.464286,0.532331,0.535714,0.51746,0.191104,0.701601,0.610139,0.398413,0.535714,0.007,0,0,0,0,0,66142,36484,5746,78.571429,40,'Number of rules: 30\n',?,?,30
pac-man,4,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0.239819,0.176346,0.354707,72.291225,101.511069,46.553773,5390.110327,-5343.556554,1.662635,192.50394,-190.841306,15.876355,0.567013,34.103263,0.333333,1,0.04,1,0.96,24,0.666667,2,0.5,0.333333,0.4,0.352282,0.94,0.5,0.571429,0.323385,0.676615,0.428571,0.533835,0.571429,0.546712,0.267943,0.778056,0.651065,0.396825,0.571429,0.006,0,0.015625,0,15.625,0,70306,36484,5746,82.142857,39.285714,'Number of rules: 31\n',?,?,31
pac-man,4,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.098712,0.224707,0.414192,92.439695,119.004323,45.713833,7543.675051,-7497.961217,1.632637,269.416966,-267.784329,6.92919,0.247471,15.157753,0,0,0.115385,3,0.884615,23,1,2,0,0,0,-0.096077,0.875,0.291667,0.464286,0.380395,0.619605,0.535714,0.412665,0.464286,0.435606,0.068538,0.588898,0.488591,0.276515,0.464286,0.005,0,0,0,0,0,57995,36484,5746,75,42.857143,'Number of rules: 24\n',?,?,24
pac-man,4,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.054054,0.21342,0.409497,87.796456,117.655406,45.713833,7542.692134,-7496.978301,1.632637,269.381862,-267.749225,6.230931,0.222533,13.630297,0,0,0.115385,3,0.884615,23,1,2,0,0,0,-0.096077,0.653846,0.133333,0.464286,0.380395,0.619605,0.535714,0.420426,0.464286,0.43648,0.090209,0.670603,0.531509,0.233929,0.464286,0.006,0,0.015625,0,15.625,0,77425,36484,5746,75,40.714286,'Number of rules: 28\n',?,?,28
pac-man,4,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.10687,0.195655,0.37731,81.550868,110.028301,42.9952,3252.770434,-3209.775234,1.592415,120.472979,-118.880564,10.056848,0.372476,23.390629,0.5,1,0.04,1,0.96,24,0.5,1,0.5,0.5,0.5,0.46,0.7,0.287037,0.518519,0.463657,0.536343,0.481481,0.47271,0.518519,0.491828,0.053826,0.688911,0.638197,0.393254,0.518519,0.006,0,0,0,0,0,75011,36625,5605,88.888889,37.037037,'Number of rules: 32\n',?,?,32
pac-man,4,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,0.112676,0.20107,0.381054,83.80789,111.120082,42.9952,5392.535054,-5349.539854,1.592415,199.723521,-198.131106,8.963672,0.331988,20.848076,0.5,1,0.04,1,0.96,24,0.5,1,0.5,0.5,0.5,0.46,0.69,0.287037,0.481481,0.381165,0.618835,0.518519,0.460317,0.481481,0.469136,0.092091,0.657684,0.550155,0.364583,0.481481,0.008,0,0.015625,0,15.625,0,99338,36625,5605,81.481481,38.518519,'Number of rules: 40\n',?,?,40
pac-man,4,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.37355,0.185468,0.339891,77.304726,99.116426,42.9952,4315.614641,-4272.619441,1.592415,159.837579,-158.245164,13.790734,0.510768,32.075056,0.5,1,0.12,3,0.88,22,0.5,1,0.25,0.5,0.333333,0.28014,0.65,0.203704,0.62963,0.24963,0.75037,0.37037,0.703704,0.62963,0.629405,0.399599,0.722354,0.621665,0.507197,0.62963,0.007,0,0,0,0,0,82127,36625,5605,85.185185,41.481481,'Number of rules: 33\n',?,?,33
pac-man,4,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.305913,0.183493,0.36857,76.481802,107.479729,42.9952,5391.642613,-5348.647412,1.592415,199.690467,-198.098052,11.246751,0.416546,26.158154,0,0,0,0,1,25,1,2,?,0,?,?,0.74,0.181818,0.62963,0.35295,0.64705,0.37037,?,0.62963,?,?,0.644772,0.547755,?,0.62963,0.006,0,0.015625,0,15.625,0,74673,36625,5605,81.481481,39.259259,'Number of rules: 30\n',?,?,30
pac-man,4,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.300518,0.174956,0.347547,71.401152,98.968348,44.635839,3248.241942,-3203.606103,1.653179,120.305257,-118.652078,15.543722,0.575693,34.823412,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.89,0.333333,0.62963,0.379775,0.620225,0.37037,0.640212,0.62963,0.598765,0.317183,0.716221,0.616397,0.430556,0.62963,0.006,0,0,0,0,0,73648,36625,5605,88.888889,44.444444,'Number of rules: 29\n',?,?,29
pac-man,4,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.431579,0.165143,0.343125,67.042409,97.139358,45.746178,5385.321576,-5339.575398,1.694303,199.456355,-197.762052,17.537149,0.649524,38.335769,0.333333,1,0.041667,1,0.958333,23,0.666667,2,0.5,0.333333,0.4,0.35,0.729167,0.298942,0.62963,0.108385,0.891615,0.37037,0.684778,0.62963,0.648581,0.517605,0.81605,0.683133,0.505195,0.62963,0.009,0,0.015625,0,15.625,0,106918,36625,5605,81.481481,34.074074,'Number of rules: 42\n',?,?,42
pac-man,5,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.182879,0.202857,0.384018,81.504688,107.476281,48.194412,7537.135709,-7488.941298,1.721229,269.183418,-267.462189,10.408004,0.371714,21.595874,0,0,0.12,3,0.88,22,1,3,0,0,0,-0.12,0.38,0.107143,0.464286,0.248039,0.751961,0.535714,0.489927,0.464286,0.470918,0.213462,0.710982,0.620662,0.332143,0.464286,0.008,0,0.015625,0,15.625,0,102777,36484,5746,75,37.857143,'Number of rules: 37\n',?,?,37
pac-man,5,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,14,14,0,50,50,0,0.088372,0.201509,0.405599,82.606452,116.075398,46.553773,9679.382047,-9632.828274,1.662635,345.692216,-344.029581,8.126365,0.290227,17.455868,0,0,0.08,2,0.92,23,1,3,0,0,0,-0.096077,0.613333,0.18254,0.5,0.377101,0.622899,0.5,0.416071,0.5,0.452381,0.130578,0.656132,0.541147,0.236111,0.5,0.007,0,0,0,0,0,94827,36484,5746,67.857143,32.142857,'Number of rules: 37\n',?,?,37
pac-man,5,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,15,13,0,53.571429,46.428571,0,0.208696,0.199369,0.391671,82.016317,112.533429,45.713833,7539.152021,-7493.438187,1.632637,269.255429,-267.622792,9.743169,0.34797,21.313393,0,0,0.038462,1,0.961538,25,1,2,0,0,0,-0.053376,0.711538,0.130252,0.535714,0.29519,0.70481,0.464286,0.513906,0.535714,0.519751,0.243031,0.683523,0.554793,0.327652,0.535714,0.007,0,0.015625,0,15.625,0,75365,36484,5746,71.428571,34.285714,'Number of rules: 32\n',?,?,32
pac-man,5,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,19,9,0,67.857143,32.142857,0,0.488844,0.162244,0.32269,66.74374,92.71427,45.713833,5384.360221,-5338.646388,1.632637,192.298579,-190.665942,20.634639,0.736951,45.13872,0.5,1,0,0,1,26,0.5,1,1,0.5,0.666667,0.693889,0.971154,0.75,0.678571,0.189441,0.810559,0.321429,0.711735,0.678571,0.683117,0.481018,0.794653,0.72618,0.65303,0.678571,0.006,0.001,0,0,0,0,74845,36484,5746,82.142857,42.857143,'Number of rules: 33\n',?,?,33
pac-man,5,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.19863,0.192121,0.380439,80.077967,110.940665,42.9952,6462.400538,-6419.405338,1.592415,239.348168,-237.755753,10.111198,0.374489,23.517039,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.65,0.203704,0.518519,0.276384,0.723616,0.481481,0.536861,0.518519,0.524606,0.239506,0.702335,0.608795,0.332181,0.518519,0.007,0.001,0.015625,0,15.625,0,91427,36625,5605,77.777778,36.296296,'Number of rules: 34\n',?,?,34
pac-man,5,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.279126,0.166318,0.335442,69.32313,97.819065,42.9952,3241.857055,-3198.861855,1.592415,120.06878,-118.476365,15.368745,0.569213,35.745258,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.67,0.203704,0.592593,0.265004,0.734996,0.407407,0.532524,0.592593,0.559484,0.317707,0.788577,0.654432,0.32197,0.592593,0.006,0,0,0,0,0,88839,36625,5605,88.888889,35.555556,'Number of rules: 40\n',?,?,40
pac-man,5,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,12,15,0,44.444444,55.555556,0,-0.065789,0.208906,0.405158,87.073914,118.14911,42.9952,5396.873392,-5353.878191,1.592415,199.8842,-198.291785,5.982971,0.221592,13.915439,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.72,0.166667,0.444444,0.524444,0.475556,0.555556,?,0.444444,?,?,0.623565,0.515677,?,0.444444,0.006,0,0.015625,0,15.625,0,78268,36625,5605,81.481481,37.037037,'Number of rules: 32\n',?,?,32
pac-man,5,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.319899,0.153706,0.353396,64.066123,103.0548,42.9952,7526.197692,-7483.202492,1.592415,278.748063,-277.155648,15.858428,0.587349,36.884183,0.5,1,0.08,2,0.92,23,0.5,1,0.333333,0.5,0.4,0.35,0.69,0.287037,0.62963,0.342041,0.657959,0.37037,0.664717,0.62963,0.617989,0.333384,0.685572,0.597258,0.5,0.62963,0.008,0,0,0,0,0,86927,36625,5605,74.074074,29.62963,'Number of rules: 38\n',?,?,38
pac-man,5,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.245161,0.219475,0.407811,91.479495,118.9229,42.9952,7538.647354,-7495.652153,1.592415,279.209161,-277.616746,8.230312,0.304826,19.142397,0,0,0.12,3,0.88,22,1,2,0,0,0,-0.1,0.57,0.137037,0.518519,0.266977,0.733023,0.481481,0.563343,0.518519,0.535418,0.24148,0.620578,0.562976,0.392546,0.518519,0.006,0,0.015625,0,15.625,0,81876,36625,5605,74.074074,42.962963,'Number of rules: 36\n',?,?,36
pac-man,5,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.143902,0.199753,0.383959,81.093079,108.699488,45.746178,6463.719044,-6417.972866,1.694303,239.397002,-237.702699,12.855385,0.476125,28.101551,0.333333,1,0.041667,1,0.958333,23,0.666667,2,0.5,0.333333,0.4,0.35,0.9375,0.5,0.518519,0.366839,0.633161,0.481481,0.452729,0.518519,0.477754,0.165289,0.656685,0.552573,0.332026,0.518519,0.006,0,0,0,0,0,74027,36625,5605,77.777778,37.777778,'Number of rules: 32\n',?,?,32
pac-man,6,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0.285106,0.191716,0.368505,77.293444,103.525189,47.354472,9675.743783,-9628.389311,1.691231,345.562278,-343.871047,12.608655,0.450309,26.626112,0,0,0,0,1,26,1,2,?,0,?,?,0.384615,0.071429,0.571429,0.264344,0.735656,0.428571,?,0.571429,?,?,0.68899,0.606812,?,0.571429,0.009,0,0.015625,0,15.625,0,106767,36484,5746,67.857143,37.142857,'Number of rules: 40\n',?,?,40
pac-man,6,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.058296,0.225325,0.43373,90.38709,121.176284,48.46481,10757.45511,-10708.9903,1.730886,384.194825,-382.463939,5.580429,0.199301,11.514393,0,0,0.04,1,0.96,24,1,3,0,0,0,-0.066667,0.573333,0.138095,0.464286,0.38054,0.61946,0.535714,0.380952,0.464286,0.41199,0.093047,0.583586,0.467826,0.233929,0.464286,0.006,0,0,0,0,0,76402,36484,5746,64.285714,33.571429,'Number of rules: 34\n',?,?,34
pac-man,6,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.142857,0.199388,0.38794,81.736884,111.021641,46.553773,7537.544321,-7490.990548,1.662635,269.198011,-267.535377,11.13531,0.39769,23.919243,0.333333,1,0.16,4,0.84,21,0.666667,2,0.2,0.333333,0.25,0.139979,0.653333,0.262987,0.464286,0.30001,0.69999,0.535714,0.453401,0.464286,0.454973,0.150744,0.732688,0.618922,0.307124,0.464286,0.006,0,0,0,0,0,71657,36484,5746,75,36.428571,'Number of rules: 33\n',?,?,33
pac-man,6,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,15,13,0,53.571429,46.428571,0,0.291829,0.200098,0.399483,82.02791,114.325319,46.553773,10749.795507,-10703.241734,1.662635,383.921268,-382.258633,12.220071,0.436431,26.249367,0.333333,1,0.08,2,0.92,23,0.666667,2,0.333333,0.333333,0.333333,0.253333,0.733333,0.257937,0.535714,0.204482,0.795518,0.464286,0.58752,0.535714,0.55318,0.321582,0.668181,0.545457,0.446656,0.535714,0.007,0,0.015625,0,15.625,0,102387,36484,5746,64.285714,33.571429,'Number of rules: 39\n',?,?,39
pac-man,6,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.19202,0.192555,0.40417,80.25883,117.861132,42.9952,9678.53234,-9635.53714,1.592415,358.464161,-356.871746,9.528054,0.352891,22.160739,0,0,0,0,1,25,1,2,?,0,?,?,0.4,0.074074,0.555556,0.367809,0.632191,0.444444,?,0.555556,?,?,0.57212,0.482467,?,0.555556,0.007,0,0,0,0,0,85487,36625,5605,66.666667,35.555556,'Number of rules: 36\n',?,?,36
pac-man,6,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,19,8,0,70.37037,29.62963,0,0.511312,0.140157,0.318156,58.418837,92.77826,42.9952,5379.78136,-5336.78616,1.592415,199.251161,-197.658747,21.173936,0.78422,49.247208,0.5,1,0.08,2,0.92,23,0.5,1,0.333333,0.5,0.4,0.35,0.92,0.366667,0.703704,0.143387,0.856613,0.296296,0.723457,0.703704,0.711828,0.550955,0.836191,0.73637,0.584677,0.703704,0.009,0,0.015625,0,15.625,0,99370,36625,5605,81.481481,31.111111,'Number of rules: 41\n',?,?,41
pac-man,6,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,20,7,0,74.074074,25.925926,0,0.561485,0.125545,0.275939,52.328495,80.467121,42.9952,1092.259678,-1049.264478,1.592415,40.454062,-38.861647,23.475129,0.869449,54.599417,0.5,1,0.08,2,0.92,23,0.5,1,0.333333,0.5,0.4,0.35,0.93,0.45,0.740741,0.180425,0.819575,0.259259,0.765432,0.740741,0.749794,0.568977,0.878031,0.805602,0.650347,0.740741,0.007,0,0,0,0,0,88841,36625,5605,96.296296,37.037037,'Number of rules: 35\n',?,?,35
pac-man,6,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,0.144796,0.20763,0.393271,86.542291,114.682669,42.9952,7536.738955,-7493.743755,1.592415,279.13848,-277.546065,9.375606,0.347245,21.806169,0.5,1,0.08,2,0.92,23,0.5,1,0.333333,0.5,0.4,0.35,0.62,0.203704,0.481481,0.32828,0.67172,0.518519,0.493827,0.481481,0.486022,0.146888,0.672664,0.551722,0.37379,0.481481,0.007,0,0.015625,0,15.625,0,96400,36625,5605,74.074074,37.777778,'Number of rules: 36\n',?,?,36
pac-man,6,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.245161,0.195152,0.397525,81.341063,115.923124,42.9952,6466.541848,-6423.546648,1.592415,239.50155,-237.909135,11.418473,0.422906,26.557553,0.5,1,0.12,3,0.88,22,0.5,1,0.25,0.5,0.333333,0.28014,0.74,0.1875,0.518519,0.272906,0.727094,0.481481,0.572293,0.518519,0.52736,0.236858,0.701645,0.599164,0.437224,0.518519,0.007,0,0,0,0,0,74638,36625,5605,74.074074,35.555556,'Number of rules: 33\n',?,?,33
pac-man,6,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.15625,0.176956,0.379386,73.756804,110.633582,42.9952,5390.610098,-5347.614898,1.592415,199.652226,-198.059811,11.732589,0.43454,27.288137,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.63,0.137037,0.555556,0.402354,0.597646,0.444444,0.607407,0.555556,0.526749,0.204998,0.718457,0.619492,0.326389,0.555556,0.006,0,0.015625,0,15.625,0,70307,36625,5605,81.481481,33.333333,'Number of rules: 32\n',?,?,32
pac-man,7,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.178082,0.204206,0.410493,82.328978,115.32101,47.354472,8612.837195,-8565.482723,1.691231,307.601328,-305.910097,9.969469,0.356052,21.052857,0,0,0.153846,4,0.846154,22,1,2,0,0,0,-0.113228,0.403846,0.071429,0.464286,0.269546,0.730454,0.535714,0.501531,0.464286,0.481863,0.200359,0.688496,0.542009,0.346082,0.464286,0.007,0.001,0,0,0,0,93948,36484,5746,64.285714,31.428571,'Number of rules: 35\n',?,?,35
pac-man,7,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0.3,0.192158,0.380057,77.082376,106.181247,48.46481,8606.778833,-8558.314022,1.730886,307.384958,-305.654072,13.730957,0.490391,28.331808,0.333333,1,0.08,2,0.92,23,0.666667,2,0.333333,0.333333,0.333333,0.253333,0.74,0.313492,0.571429,0.253435,0.746565,0.428571,0.568627,0.571429,0.5625,0.337873,0.693655,0.566151,0.445833,0.571429,0.005,0.001,0.015625,0,15.625,0,70973,36484,5746,71.428571,37.142857,'Number of rules: 30\n',?,?,30
pac-man,7,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,14,14,0,50,50,0,0.234375,0.221463,0.427091,90.786225,122.226259,46.553773,12895.784034,-12849.230261,1.662635,460.563715,-458.901081,7.237948,0.258498,15.547501,0,0,0.16,4,0.84,21,1,3,0,0,0,-0.141421,0.32,0.107143,0.5,0.25058,0.74942,0.5,0.532509,0.5,0.505386,0.23651,0.586143,0.467289,0.380447,0.5,0.008,0,0,0,0,0,97288,36484,5746,57.142857,34.285714,'Number of rules: 38\n',?,?,38
pac-man,7,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.146341,0.215561,0.416766,88.367026,119.271267,46.553773,9682.463037,-9635.909264,1.662635,345.802251,-344.139617,8.224164,0.29372,17.665944,0.333333,1,0.08,2,0.92,23,0.666667,2,0.333333,0.333333,0.333333,0.253333,0.74,0.242063,0.464286,0.297909,0.702091,0.535714,0.496599,0.464286,0.474995,0.170267,0.645215,0.536029,0.352578,0.464286,0.007,0,0,0,0,0,75993,36484,5746,67.857143,35,'Number of rules: 37\n',?,?,37
pac-man,7,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,12,15,0,44.444444,55.555556,0,0.01699,0.214284,0.409351,89.315813,119.371766,42.9952,4328.842521,-4285.847321,1.592415,160.327501,-158.735086,6.546263,0.242454,15.225568,0,0,0,0,1,25,1,2,?,0,?,?,0.97,0.583333,0.444444,0.389108,0.610892,0.555556,?,0.444444,?,?,0.672606,0.597594,?,0.444444,0.008,0,0,0,0,0,87519,36625,5605,85.185185,40.740741,'Number of rules: 33\n',?,?,33
pac-man,7,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.315668,0.180353,0.369064,75.1729,107.623748,42.9952,4320.034348,-4277.039148,1.592415,160.001272,-158.408857,13.430696,0.497433,31.237663,0,0,0,0,1,25,1,2,?,0,?,?,0.92,0.45,0.592593,0.270458,0.729542,0.407407,?,0.592593,?,?,0.735291,0.684524,?,0.592593,0.005,0.001,0,0,0,0,71344,36625,5605,85.185185,36.296296,'Number of rules: 34\n',?,?,34
pac-man,7,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,18,9,0,66.666667,33.333333,0,0.325,0.153704,0.326564,64.06518,95.230226,42.9952,3243.680301,-3200.685101,1.592415,120.136307,-118.543893,15.720606,0.582245,36.563631,0.5,1,0.04,1,0.96,24,0.5,1,0.5,0.5,0.5,0.46,0.89,0.392857,0.666667,0.386509,0.613491,0.333333,0.700337,0.666667,0.615984,0.377482,0.797627,0.686991,0.489035,0.666667,0.008,0,0,0,0,0,90420,36625,5605,88.888889,37.037037,'Number of rules: 38\n',?,?,38
pac-man,7,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.34413,0.178995,0.370539,74.606714,108.053895,42.9952,6459.503679,-6416.508478,1.592415,239.240877,-237.648462,16.327118,0.604708,37.974281,1,2,0.12,3,0.88,22,0,0,0.4,1,0.571429,0.593296,0.96,0.5,0.555556,0.211129,0.788871,0.444444,0.633446,0.555556,0.571272,0.322487,0.75443,0.669547,0.541005,0.555556,0.008,0,0,0,0,0,93623,36625,5605,77.777778,34.074074,'Number of rules: 35\n',?,?,35
pac-man,7,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.258581,0.201878,0.395536,84.144601,115.343375,42.9952,6468.034018,-6425.038818,1.592415,239.556815,-237.964401,8.232329,0.304901,19.147089,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.37,0.068287,0.555556,0.267967,0.732033,0.444444,0.52716,0.555556,0.53451,0.26376,0.648656,0.548468,0.331266,0.555556,0.008,0,0.015625,0,15.625,0,72349,36625,5605,74.074074,35.555556,'Number of rules: 35\n',?,?,35
