@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 43\nSize of the tree: 85\n','Number of rules: 29\n','Number of rules: 34\n','Number of rules: 33\n','Number of rules: 37\n','Number of rules: 30\n','Number of rules: 35\n','Number of rules: 28\n','Number of rules: 40\n','Number of rules: 38\n','Number of rules: 27\n','Number of rules: 36\n','Number of rules: 31\n','Number of rules: 41\n','Number of rules: 39\n','Number of rules: 24\n','Number of rules: 32\n','Number of rules: 42\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pac-man,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,246,28,18,10,0,64.285714,35.714286,0,0.400428,0.159066,0.33222,65.207357,95.075728,46.553773,4313.090984,-4266.537212,1.662635,154.038964,-152.376329,19.454087,0.694789,41.788421,0.333333,1,0.08,2,0.92,23,0.666667,2,0.333333,0.333333,0.333333,0.253333,0.886667,0.576923,0.642857,0.266335,0.733665,0.357143,0.644433,0.642857,0.641775,0.388442,0.718803,0.618467,0.556818,0.642857,0.003,0,0,0,0,0,23864,36484,5746,85.714286,37.857143,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pac-man,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,246,28,17,11,0,60.714286,39.285714,0,0.314031,0.176558,0.342077,72.378052,97.8967,46.553773,3249.819078,-3203.265306,1.662635,116.064967,-114.402332,13.934078,0.497646,29.931146,0,0,0,0,1,25,1,3,?,0,?,?,0.726667,0.335714,0.607143,0.281056,0.718944,0.392857,?,0.607143,?,?,0.799745,0.704804,?,0.607143,0.004,0,0,0,0,0,16604,36484,5746,89.285714,45.714286,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
pac-man,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,21,6,0,77.777778,22.222222,0,0.557377,0.14091,0.271012,58.732794,79.03053,42.9952,2165.156346,-2122.161146,1.592415,80.190976,-78.598561,19.254768,0.71314,44.783528,0,0,0,0,1,25,1,2,?,0,?,?,0.58,0.287037,0.777778,0.275801,0.724199,0.222222,?,0.777778,?,?,0.865903,0.805572,?,0.777778,0.003,0,0.015625,0,15.625,0,15636,36625,5605,92.592593,49.62963,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
pac-man,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.181818,0.225226,0.409661,93.876278,119.46231,42.9952,6470.011532,-6427.016332,1.592415,239.630057,-238.037642,3.953462,0.146425,9.195125,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.49,0.092593,0.518519,0.225001,0.774999,0.481481,0.527778,0.518519,0.522634,0.297372,0.635477,0.522468,0.258681,0.518519,0.003,0.01,0,0,0,0,15636,36625,5605,77.777778,45.185185,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
pac-man,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.19403,0.192051,0.363318,80.04883,105.948114,42.9952,2179.907852,-2136.912652,1.592415,80.737328,-79.144913,9.619121,0.356264,22.372547,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.53,0.092593,0.555556,0.366307,0.633693,0.444444,0.530864,0.555556,0.539994,0.202051,0.714856,0.643335,0.369328,0.555556,0.003,0,0,0,0,0,15636,36625,5605,92.592593,44.444444,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
pac-man,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.109137,0.205556,0.404123,85.67789,117.847372,42.9952,4333.309213,-4290.314013,1.592415,160.492934,-158.900519,6.409257,0.23738,14.906913,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.67,0.126923,0.518519,0.412748,0.587252,0.481481,0.48538,0.518519,0.494974,0.11881,0.659057,0.537055,0.305357,0.518519,0.003,0,0,0,0,0,17572,36625,5605,77.777778,43.703704,'Number of leaves: 30\nSize of the tree: 59\n',59,30,30
pac-man,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.266968,0.180172,0.344861,73.529947,98.203473,44.635839,2175.837152,-2131.201313,1.653179,80.586561,-78.933382,13.673684,0.506433,30.633868,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.4,0.07037,0.555556,0.290317,0.709683,0.444444,0.617284,0.555556,0.548148,0.286625,0.757315,0.67454,0.4,0.555556,0.003,0,0,0,0,0,15152,36625,5605,92.592593,46.666667,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
pac-man,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.202273,0.206899,0.392981,84.2957,111.697336,44.906238,5398.269084,-5353.362847,1.663194,199.935892,-198.272698,9.547438,0.353609,21.260827,0.5,1,0.04,1,0.96,24,0.5,1,0.5,0.5,0.5,0.46,0.74,0.305556,0.518519,0.331246,0.668754,0.481481,0.50463,0.518519,0.510686,0.18942,0.691178,0.559537,0.441846,0.518519,0.004,0,0,0,0,0,19024,36625,5605,77.777778,40.740741,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
pac-man,1,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.179916,0.22325,0.359166,90.007116,100.901774,47.354472,76.255488,-28.901016,1.691231,2.72341,-1.032179,8.542973,0.305106,18.040478,0,0,0.115385,3,0.884615,23,1,2,0,0,0,-0.096077,0.807692,0.166667,0.5,0.266798,0.733202,0.5,0.463866,0.5,0.479708,0.236753,0.669105,0.514801,0.278409,0.5,0.001,0.018,0,0,0,0,38469,36484,5746,82.142857,48.571429,?,?,?,?
pac-man,1,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.086957,0.226096,0.378394,90.696504,105.716601,48.46481,92.3202,-43.855389,1.730886,3.29715,-1.566264,9.880074,0.35286,20.386078,0.333333,1,0.08,2,0.92,23,0.666667,2,0.333333,0.333333,0.333333,0.253333,0.7,0.213492,0.464286,0.377062,0.622938,0.535714,?,0.464286,?,?,0.660762,0.503006,?,0.464286,0.001,0.005,0,0.015625,0,15.625,38469,36484,5746,75,44.285714,?,?,?,?
pac-man,1,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.191753,0.197633,0.335349,81.017364,95.97127,46.553773,42.590713,3.96306,1.662635,1.521097,0.141538,11.85493,0.42339,25.465024,0,0,0.04,1,0.96,24,1,3,0,0,0,-0.066667,0.726667,0.227513,0.5,0.259203,0.740797,0.5,0.499405,0.5,0.496189,0.232596,0.76264,0.588282,0.316842,0.5,0,0.004,0,0,0,0,38469,36484,5746,96.428571,47.857143,?,?,?,?
pac-man,1,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,15,13,0,53.571429,46.428571,0,0.09901,0.203331,0.356678,83.353542,102.07522,46.553773,65.177165,-18.623392,1.662635,2.327756,-0.665121,11.359796,0.405707,24.401452,0,0,0,0,1,25,1,3,?,0,?,?,0.793333,0.369048,0.535714,0.457816,0.542184,0.464286,?,0.535714,?,?,0.670145,0.565101,?,0.535714,0.001,0.004,0,0.015625,0,15.625,38469,36484,5746,85.714286,40.714286,?,?,?,?
pac-man,1,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.261959,0.201959,0.328322,84.178609,95.74291,42.9952,47.259318,-4.264118,1.592415,1.750345,-0.15793,11.041166,0.408932,25.679998,0,0,0.12,3,0.88,22,1,2,0,0,0,-0.1,0.54,0.087037,0.555556,0.266465,0.733535,0.444444,0.65216,0.555556,0.565279,0.310755,0.740044,0.616941,0.392804,0.555556,0.001,0.002,0,0,0,0,38610,36625,5605,92.592593,48.888889,?,?,?,?
pac-man,1,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.300518,0.189657,0.32346,79.050941,94.324881,42.9952,59.302708,-16.307508,1.592415,2.196397,-0.603982,13.344537,0.494242,31.037271,0,0,0,0,1,25,1,2,?,0,?,?,0.84,0.208333,0.62963,0.309472,0.690528,0.37037,?,0.62963,?,?,0.729584,0.597607,?,0.62963,0,0.004,0,0,0,0,38610,36625,5605,85.185185,42.222222,?,?,?,?
pac-man,1,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,17,10,0,62.962963,37.037037,0,0.383562,0.187204,0.328232,78.028551,95.716484,42.9952,60.88117,-17.88597,1.592415,2.254858,-0.662443,12.946213,0.479489,30.110832,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.42,0.07037,0.62963,0.205677,0.794323,0.37037,0.629277,0.62963,0.624566,0.409982,0.730789,0.613083,0.431644,0.62963,0,0.003,0,0.015625,0,15.625,38610,36625,5605,85.185185,44.444444,?,?,?,?
pac-man,1,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,0.062035,0.213763,0.373612,89.098655,108.949817,42.9952,88.229007,-45.233807,1.592415,3.267741,-1.675326,5.116469,0.189499,11.900093,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.38,0.074074,0.481481,0.423142,0.576858,0.518519,0.423868,0.481481,0.450782,0.051295,0.534663,0.46144,0.252674,0.481481,0,0.002,0,0,0,0,38610,36625,5605,74.074074,41.481481,?,?,?,?
pac-man,1,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.13913,0.181302,0.328196,75.568528,95.705912,42.9952,45.328047,-2.332847,1.592415,1.678817,-0.086402,13.184143,0.488302,30.664221,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.9,0.333333,0.592593,0.448798,0.551202,0.407407,0.479066,0.592593,0.508751,0.198533,0.753096,0.589055,0.263736,0.592593,0,0.001,0,0,0,0,38610,36625,5605,92.592593,42.222222,?,?,?,?
pac-man,1,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.014045,0.204412,0.35392,85.200999,103.207537,42.9952,63.631394,-20.636194,1.592415,2.356718,-0.764303,8.918013,0.330297,20.74188,0,0,0,0,1,25,1,2,?,0,?,?,0.64,0.138462,0.518519,0.51259,0.48741,0.481481,?,0.518519,?,?,0.630851,0.512153,?,0.518519,0.001,0.001,0,0,0,0,38610,36625,5605,85.185185,42.222222,?,?,?,?
pac-man,2,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,18,10,0,64.285714,35.714286,0,0.306931,0.179606,0.322649,73.627609,92.336633,46.553773,52.873311,-6.319538,1.662635,1.888333,-0.225698,15.926111,0.56879,34.21014,0,0,0,0,1,25,1,3,?,0,?,?,0.706667,0.18661,0.642857,0.394669,0.605331,0.357143,?,0.642857,?,?,0.759656,0.626879,?,0.642857,0,0.001,0,0,0,0,38469,36484,5746,89.285714,46.428571,?,?,?,?
pac-man,2,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.196721,0.211868,0.336279,86.853082,96.237346,46.553773,65.636066,-19.082293,1.662635,2.344145,-0.68151,9.848854,0.351745,21.155866,0,0,0.12,3,0.88,22,1,3,0,0,0,-0.12,0.56,0.138278,0.5,0.212391,0.787609,0.5,0.508163,0.5,0.50192,0.27929,0.751835,0.589758,0.276882,0.5,0.001,0.001,0.015625,0,15.625,0,38469,36484,5746,85.714286,50.714286,?,?,?,?
pac-man,2,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,-0.007194,0.217559,0.373068,89.186108,106.765789,46.553773,68.398575,-21.844802,1.662635,2.442806,-0.780172,8.753914,0.31264,18.803877,0,0,0,0,1,25,1,3,?,0,?,?,0.76,0.302381,0.464286,0.46972,0.53028,0.535714,?,0.464286,?,?,0.602909,0.454703,?,0.464286,0,0.002,0,0,0,0,38469,36484,5746,85.714286,43.571429,?,?,?,?
pac-man,2,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.186722,0.214714,0.351138,88.47373,101.07531,45.443434,58.458974,-13.015539,1.62298,2.08782,-0.464841,10.162242,0.362937,22.362399,0,0,0.115385,3,0.884615,23,1,2,0,0,0,-0.096077,0.807692,0.25,0.5,0.300991,0.699009,0.5,0.532738,0.5,0.508119,0.204786,0.675455,0.508989,0.351767,0.5,0,0.002,0,0,0,0,38469,36484,5746,89.285714,47.857143,?,?,?,?
pac-man,2,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.164286,0.199008,0.331866,82.948597,96.776246,42.9952,56.260025,-13.264825,1.592415,2.083705,-0.49129,10.493041,0.388631,24.405146,0.5,1,0.12,3,0.88,22,0.5,1,0.25,0.5,0.333333,0.28014,0.84,0.208333,0.518519,0.31836,0.68164,0.481481,0.473856,0.518519,0.492705,0.190149,0.750335,0.603468,0.315152,0.518519,0,0.001,0,0,0,0,38610,36625,5605,88.888889,49.62963,?,?,?,?
pac-man,2,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.131579,0.199008,0.353314,82.948597,103.030687,42.9952,77.432835,-34.437635,1.592415,2.867883,-1.275468,9.365494,0.34687,21.782651,0,0,0,0,1,25,1,2,?,0,?,?,0.57,0.092593,0.592593,0.454253,0.545747,0.407407,?,0.592593,?,?,0.623982,0.511922,?,0.592593,0,0.001,0,0,0,0,38610,36625,5605,77.777778,38.518519,?,?,?,?
pac-man,2,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0.140584,0.184245,0.33,76.795231,96.23204,42.9952,53.095638,-10.100437,1.592415,1.966505,-0.37409,12.694918,0.470182,29.52636,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.64,0.121795,0.555556,0.413737,0.586263,0.444444,?,0.555556,?,?,0.719637,0.59477,?,0.555556,0,0.001,0,0.015625,0,15.625,38610,36625,5605,88.888889,42.962963,?,?,?,?
pac-man,2,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,20,7,0,74.074074,25.925926,0,0.5275,0.184253,0.316358,76.798539,92.253995,42.9952,58.962666,-15.967466,1.592415,2.183802,-0.591388,14.525797,0.537992,33.784694,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.87,0.236111,0.740741,0.189832,0.810168,0.259259,0.747795,0.740741,0.705592,0.585105,0.785679,0.644925,0.487255,0.740741,0,0.001,0,0,0,0,38610,36625,5605,85.185185,42.962963,?,?,?,?
pac-man,2,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,10,17,0,37.037037,62.962963,0,0.023404,0.26098,0.40409,106.329689,114.854828,44.906238,97.008452,-52.102214,1.663194,3.592906,-1.929712,0.926965,0.034332,2.064223,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.55,0.092593,0.37037,0.321582,0.678418,0.62963,0.378917,0.37037,0.366843,0.038978,0.512262,0.420737,0.209524,0.37037,0,0.001,0,0,0,0,38610,36625,5605,74.074074,49.62963,?,?,?,?
pac-man,2,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.164286,0.196057,0.34059,79.878694,96.806005,44.906238,47.630376,-2.724138,1.663194,1.764088,-0.100894,11.920104,0.441485,26.544428,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.63,0.162037,0.518519,0.36367,0.63633,0.481481,0.432099,0.518519,0.47138,0.144824,0.716279,0.535086,0.30303,0.518519,0,0.001,0,0,0,0,38610,36625,5605,92.592593,44.444444,?,?,?,?
pac-man,3,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,11,17,0,39.285714,60.714286,0,-0.004219,0.243169,0.387367,100.034827,111.296936,45.713833,82.408844,-36.695011,1.632637,2.943173,-1.310536,2.506603,0.089522,5.483249,0,0,0.076923,2,0.923077,24,1,2,0,0,0,-0.076923,0.605769,0.107143,0.392857,0.361085,0.638915,0.607143,0.382653,0.392857,0.386905,0.027478,0.545857,0.46175,0.197917,0.392857,0,0.001,0,0,0,0,38469,36484,5746,82.142857,49.285714,?,?,?,?
pac-man,3,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.049774,0.211868,0.366136,86.853082,104.781903,46.553773,82.147499,-35.593726,1.662635,2.933839,-1.271205,7.829289,0.279617,16.817734,0,0,0.12,3,0.88,22,1,3,0,0,0,-0.12,0.506667,0.113095,0.464286,0.383199,0.616801,0.535714,0.396617,0.464286,0.427551,0.081494,0.654506,0.499359,0.221429,0.464286,0.001,0,0,0,0,0,38469,36484,5746,78.571429,43.571429,?,?,?,?
pac-man,3,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.165957,0.200486,0.329398,82.187028,94.268103,46.553773,55.877915,-9.324142,1.662635,1.99564,-0.333005,13.072364,0.46687,28.080139,0,0,0.2,5,0.8,20,1,3,0,0,0,-0.161515,0.68,0.230769,0.5,0.326812,0.673188,0.5,0.536415,0.5,0.511054,0.197033,0.719532,0.601041,0.363095,0.5,0,0.001,0,0,0,0,38469,36484,5746,89.285714,47.142857,?,?,?,?
pac-man,3,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,14,14,0,50,50,0,0.126949,0.200486,0.35427,82.187028,101.386096,46.553773,63.504647,-16.950874,1.662635,2.268023,-0.605388,12.690179,0.453221,27.259185,0,0,0,0,1,25,1,3,?,0,?,?,0.613333,0.404762,0.5,0.382246,0.617754,0.5,?,0.5,?,?,0.667358,0.52945,?,0.5,0,0,0,0,0,0,38469,36484,5746,85.714286,41.428571,?,?,?,?
pac-man,3,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,-0.038462,0.20491,0.367216,85.408621,107.084682,42.9952,78.863171,-35.867971,1.592415,2.920858,-1.328443,9.751046,0.36115,22.679383,0,0,0.16,4,0.84,21,1,2,0,0,0,-0.117954,0.52,0.087037,0.481481,0.505118,0.494882,0.518519,?,0.481481,?,?,0.623938,0.53757,?,0.481481,0,0.001,0,0,0,0,38610,36625,5605,77.777778,39.259259,?,?,?,?
pac-man,3,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,0.059701,0.225568,0.372888,94.018702,108.738783,42.9952,75.956606,-32.961406,1.592415,2.813208,-1.220793,5.537572,0.205095,12.879512,0,0,0.08,2,0.92,23,1,2,0,0,0,-0.08,0.53,0.082492,0.481481,0.425118,0.574882,0.518519,?,0.481481,?,?,0.57088,0.480743,?,0.481481,0,0.001,0,0,0,0,38610,36625,5605,81.481481,48.148148,?,?,?,?
pac-man,3,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0.282609,0.197522,0.331656,82.329042,96.714997,42.9952,55.11016,-12.114959,1.592415,2.041117,-0.448702,10.227609,0.3788,23.787791,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.8,0.25,0.592593,0.263027,0.736973,0.407407,0.56427,0.592593,0.578002,0.333073,0.740565,0.584367,0.35947,0.592593,0,0.001,0,0,0,0,38610,36625,5605,88.888889,46.666667,?,?,?,?
pac-man,3,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,14,13,0,51.851852,48.148148,0,0.236957,0.193106,0.327371,80.488574,95.465606,42.9952,46.633288,-3.638088,1.592415,1.727159,-0.134744,11.831761,0.438213,27.518796,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.78,0.181818,0.518519,0.230455,0.769545,0.481481,0.559897,0.518519,0.530907,0.273948,0.761664,0.628376,0.347414,0.518519,0,0.001,0,0,0,0,38610,36625,5605,92.592593,46.666667,?,?,?,?
pac-man,3,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,19,8,0,70.37037,29.62963,0,0.434555,0.169498,0.302003,69.173813,85.999026,44.635839,42.82495,1.810889,1.653179,1.586109,0.06707,16.49657,0.610984,36.958126,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.89,0.277778,0.703704,0.291323,0.708677,0.296296,?,0.703704,?,?,0.827304,0.660739,?,0.703704,0.001,0.001,0,0,0,0,38610,36625,5605,92.592593,45.185185,?,?,?,?
pac-man,3,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,247,27,13,14,0,48.148148,51.851852,0,0.135011,0.201453,0.341219,82.077149,96.984793,44.906238,48.306217,-3.399979,1.663194,1.789119,-0.125925,12.203531,0.451983,27.175581,0,0,0.04,1,0.96,24,1,2,0,0,0,-0.05547,0.92,0.333333,0.481481,0.339663,0.660337,0.518519,0.416667,0.481481,0.443893,0.123278,0.704371,0.551992,0.276675,0.481481,0,0.001,0,0,0,0,38610,36625,5605,92.592593,45.185185,?,?,?,?
pac-man,4,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190405.1303,246,28,13,15,0,46.428571,53.571429,0,0.066667,0.209023,0.363791,85.686568,104.110696,46.553773,73.955479,-27.401707,1.662635,2.641267,-0.978632,10.475875,0.374138,22.502741,0,0,0,0,1,25,1,3,?,0,?,?,0.833333,0.309524,0.464286,0.39001,0.60999,0.535714,?,0.464286,?,?,0.662105,0.523457,?,0.464286,0,0.001,0,0,0,0,38469,36484,5746,82.142857,43.571429,?,?,?,?
