@relation pac-man
@attribute ronda_tick NUMERIC
@attribute width NUMERIC
@attribute height NUMERIC
@attribute pmanPosX NUMERIC
@attribute pmanPosY NUMERIC
@attribute legalWest {None, West}
@attribute legalStop {None, Stop}
@attribute legalEast {None, East}
@attribute legalNorth {None, North}
@attribute legalSouth {None, South}
@attribute direction {Stop,West,East,North,South}
@attribute numAgents NUMERIC
@attribute livingG_0 {True,False}
@attribute livingG_1 {True,False}
@attribute livingG_2 {True,False}
@attribute livingG_3 {True,False}
@attribute livingG_4 {True,False}
@attribute g1posX NUMERIC
@attribute g1posY NUMERIC
@attribute g2posX NUMERIC
@attribute g2posY NUMERIC
@attribute g3posX NUMERIC
@attribute g3posY NUMERIC
@attribute g4posX NUMERIC
@attribute g4posY NUMERIC
@attribute g1dir {Stop,West,East,North,South}
@attribute g2dir {Stop,West,East,North,South}
@attribute g3dir {Stop,West,East,North,South}
@attribute g4dir {Stop,West,East,North,South}
@attribute g1dist NUMERIC
@attribute g2dist NUMERIC
@attribute g3dist NUMERIC
@attribute g4dist NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute score NUMERIC
@attribute scoreSiguiente NUMERIC
@attribute action {Stop,West,East,North,South}

@data
21,28,27,6,12,None,Stop,None,North,South,North,4,False,True,True,True,True,16,13,11,13,14,14,15,13,West,East,East,West,11,11,11,11,210,1,1879,North,1978
22,28,27,6,13,West,Stop,East,North,South,North,4,False,True,True,True,True,15,13,11,13,13,14,14,13,West,East,West,West,9,9,9,9,209,1,1978,East,1977
24,28,27,8,13,West,Stop,None,North,South,East,4,False,True,True,True,True,16,13,11,13,13,13,14,13,East,East,South,East,8,8,8,8,209,3,1976,North,1975
25,28,27,8,14,None,Stop,None,North,South,North,4,False,True,True,True,True,16,13,10,13,13,13,15,13,East,West,South,East,9,9,9,9,209,2,1975,North,1974
26,28,27,8,15,None,Stop,East,None,South,North,4,False,True,True,True,True,15,13,10,13,13,13,15,13,West,West,South,East,9,9,9,9,209,2,1974,East,1973
31,28,27,13,15,West,Stop,East,None,South,East,4,False,True,True,True,True,16,13,11,13,13,14,15,13,East,East,North,West,5,5,5,5,209,4,1969,South,2168
32,28,27,13,14,None,Stop,East,North,South,South,4,False,True,True,False,True,17,13,12,13,13,14,15,13,East,East,Stop,West,5,5,5,5,209,5,2168,South,2367
41,28,27,14,14,West,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,9,1,13,14,West,East,West,West,-1,-1,-1,-1,209,5,2559,North,2558
42,28,27,14,15,West,Stop,East,None,South,North,4,False,False,False,False,True,1,2,3,1,10,1,13,13,North,East,East,South,26,26,26,26,209,4,2558,West,2557
43,28,27,13,15,West,Stop,East,None,South,West,4,False,False,False,False,True,1,3,3,1,10,1,13,14,North,East,East,North,24,24,24,24,209,4,2557,South,2556
44,28,27,13,14,None,Stop,East,North,South,South,4,False,False,False,False,True,1,3,2,1,10,1,13,13,North,West,East,South,23,23,23,23,209,5,2556,South,2555
48,28,27,14,14,West,Stop,None,North,South,North,4,False,False,False,False,True,1,2,2,1,10,1,13,14,South,East,West,West,25,25,25,25,209,5,2552,North,2551
49,28,27,14,15,West,Stop,East,None,South,North,4,False,False,False,False,True,1,2,1,1,9,1,13,14,South,West,West,West,26,26,26,26,209,4,2551,West,2550
50,28,27,13,15,West,Stop,East,None,South,West,4,False,False,False,False,True,1,1,2,1,8,1,13,13,South,East,West,South,-1,-1,-1,-1,209,4,2550,South,2549
51,28,27,13,14,None,Stop,East,North,South,South,4,False,False,False,False,True,2,1,3,1,7,1,13,13,East,East,West,South,-1,-1,-1,-1,209,5,2549,South,2548
6,28,27,12,2,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,13,14,14,14,13,13,West,North,North,West,12,12,12,12,226,1,294,North,393
7,28,27,12,3,West,Stop,None,None,South,North,4,False,True,True,True,True,12,13,13,15,14,15,13,13,East,North,North,West,10,10,10,10,225,1,393,West,492
11,28,27,9,4,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,15,16,13,15,11,13,West,North,West,West,12,12,12,12,221,1,789,North,888
12,28,27,9,5,None,Stop,None,North,South,North,4,False,True,True,True,True,13,13,15,15,13,15,10,13,East,South,West,West,12,12,12,12,220,1,888,North,987
13,28,27,9,6,West,Stop,East,None,South,North,4,False,True,True,True,True,14,13,15,15,13,14,11,13,East,South,South,East,12,12,12,12,219,1,987,West,1086
16,28,27,6,6,None,Stop,East,North,South,West,4,False,True,True,True,True,11,13,14,14,13,13,12,13,West,South,South,West,12,12,12,12,216,1,1284,North,1383
17,28,27,6,7,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,14,13,13,13,13,13,West,South,South,East,11,11,11,11,215,1,1383,North,1482
18,28,27,6,8,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,15,13,13,13,13,13,West,East,South,East,9,9,9,9,214,1,1482,North,1581
19,28,27,6,9,West,Stop,East,North,South,North,4,False,True,True,True,True,10,13,16,13,12,13,14,13,West,East,West,East,8,8,8,8,213,1,1581,North,1680
20,28,27,6,10,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,16,13,11,13,13,13,East,East,West,West,8,8,8,8,212,1,1680,North,1779
21,28,27,6,11,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,17,13,11,13,12,13,West,East,West,West,6,6,6,6,211,1,1779,North,1878
22,28,27,6,12,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,16,13,11,13,13,13,West,West,West,East,5,5,5,5,210,1,1878,North,1977
23,28,27,6,13,West,Stop,East,North,South,North,4,False,True,True,True,True,10,13,16,13,12,13,13,14,West,West,East,North,4,4,4,4,209,1,1977,East,1976
25,28,27,8,13,West,Stop,None,North,South,East,4,False,True,True,True,True,11,13,17,13,13,13,14,15,East,East,East,North,3,3,3,3,209,3,1975,North,1974
26,28,27,8,14,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,17,13,14,13,15,15,East,East,East,East,5,5,5,5,209,2,1974,North,1973
27,28,27,8,15,None,Stop,East,None,South,North,4,False,True,True,True,True,11,13,16,13,14,14,14,15,West,West,North,West,5,5,5,5,209,2,1973,East,1972
32,28,27,13,15,West,Stop,East,None,South,East,4,False,True,True,True,True,13,13,14,13,14,14,16,15,East,West,South,East,2,2,2,2,209,4,1968,East,1967
33,28,27,14,15,West,Stop,East,None,South,East,4,False,True,True,True,True,14,13,13,13,14,13,16,15,East,West,South,East,2,2,2,2,209,4,1967,East,1966
39,28,27,14,15,West,Stop,East,None,South,West,4,False,True,False,True,False,13,13,14,15,13,13,5,1,West,Stop,West,West,3,3,3,3,209,4,2361,South,2360
40,28,27,14,14,West,Stop,None,North,South,South,4,False,True,False,True,False,12,13,2,1,13,13,5,1,West,West,West,West,3,3,3,3,209,5,2360,South,2359
4,22,18,11,5,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,10,10,10,10,12,2,-4,North,-5
5,22,18,11,6,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,11,11,11,11,12,1,-5,North,94
6,22,18,11,7,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,12,12,12,12,11,1,94,North,193
7,22,18,11,8,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,13,13,13,13,10,1,193,North,292
8,22,18,11,9,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,14,14,14,14,9,1,292,North,391
9,22,18,11,10,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,15,15,15,15,8,1,391,North,490
10,22,18,11,11,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,16,16,16,16,7,1,490,North,589
11,22,18,11,12,West,Stop,East,None,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,17,17,17,17,6,1,589,East,588
12,22,18,12,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,18,18,18,18,6,2,588,East,587
15,22,18,15,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,21,21,21,21,6,5,585,North,584
16,22,18,15,13,None,Stop,None,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,22,22,22,22,6,6,584,North,583
17,22,18,15,14,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,583,West,582
19,22,18,14,15,West,Stop,East,North,South,North,4,False,True,True,False,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,781,West,780
22,22,18,13,16,West,Stop,East,None,South,North,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,778,West,777
27,22,18,8,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,18,18,18,18,6,6,773,West,772
28,22,18,7,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,17,17,17,17,6,7,772,South,971
29,22,18,7,15,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,16,16,16,16,6,6,971,South,970
31,22,18,6,14,West,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,14,14,14,14,6,6,969,South,968
32,22,18,6,13,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,13,13,13,13,6,5,968,South,967
33,22,18,6,12,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,12,12,12,12,6,4,967,South,966
34,22,18,6,11,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,11,11,11,11,6,4,966,South,965
35,22,18,6,10,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,10,10,10,10,6,4,965,South,964
36,22,18,6,9,None,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,9,9,9,9,6,4,964,South,963
37,22,18,6,8,None,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,8,8,8,8,6,4,963,South,962
41,22,18,4,8,None,Stop,None,North,South,North,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,6,6,6,6,6,6,959,North,958
42,22,18,4,9,West,Stop,None,North,South,North,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,7,7,7,7,6,6,958,West,957
44,22,18,2,9,West,Stop,East,None,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,5,5,5,5,6,8,956,South,955
45,22,18,2,8,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,4,4,4,4,6,8,955,South,954
46,22,18,2,7,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,3,3,3,3,6,8,954,South,953
47,22,18,2,6,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,2,2,2,2,6,9,953,South,952
48,22,18,2,5,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,1,1,1,1,6,10,952,South,1151
49,22,18,2,4,West,Stop,East,North,South,South,4,False,False,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,-1,-1,-1,-1,6,11,1151,South,1150
4,22,18,11,5,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,10,10,10,10,12,2,-4,West,-5
5,22,18,10,5,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,9,9,9,9,12,2,-5,North,-6
6,22,18,10,6,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,10,10,10,10,12,1,-6,North,93
7,22,18,10,7,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,11,11,11,11,11,1,93,North,192
8,22,18,10,8,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,12,12,12,12,10,1,192,North,291
9,22,18,10,9,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,13,13,13,13,9,1,291,North,390
10,22,18,10,10,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,14,14,14,14,8,1,390,North,489
11,22,18,10,11,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,15,15,15,15,7,1,489,North,588
12,22,18,10,12,West,Stop,East,None,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,16,16,16,16,6,1,588,East,687
13,22,18,11,12,West,Stop,East,None,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,17,17,17,17,5,1,687,East,686
14,22,18,12,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,18,18,18,18,5,2,686,East,685
17,22,18,15,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,21,21,21,21,5,5,683,North,682
18,22,18,15,13,None,Stop,None,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,22,22,22,22,5,6,682,North,681
19,22,18,15,14,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,5,7,681,North,680
20,22,18,15,15,West,Stop,None,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,24,24,24,24,5,8,680,West,879
21,22,18,14,15,West,Stop,East,North,South,West,4,False,True,True,False,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,5,7,879,North,878
22,22,18,14,16,West,Stop,East,None,South,North,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,24,24,24,24,5,8,878,West,877
23,22,18,13,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,23,23,23,23,5,7,877,West,876
28,22,18,8,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,18,18,18,18,5,8,872,West,871
29,22,18,7,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,17,17,17,17,5,9,871,South,1070
30,22,18,7,15,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,16,16,16,16,5,8,1070,South,1069
31,22,18,6,15,None,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,15,15,15,15,5,9,1069,South,1068
32,22,18,6,14,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,14,14,14,14,5,8,1068,South,1067
33,22,18,6,13,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,13,13,13,13,5,7,1067,South,1066
34,22,18,6,12,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,12,12,12,12,5,6,1066,South,1065
35,22,18,6,11,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,11,11,11,11,5,5,1065,South,1064
36,22,18,6,10,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,10,10,10,10,5,5,1064,West,1063
38,22,18,4,10,West,Stop,East,None,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,8,8,8,8,5,7,1062,West,1061
39,22,18,3,10,None,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,7,7,7,7,5,8,1061,South,1060
41,22,18,2,9,West,Stop,East,None,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,5,5,5,5,5,9,1059,South,1058
42,22,18,2,8,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,4,4,4,4,5,9,1058,South,1057
43,22,18,2,7,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,3,3,3,3,5,9,1057,South,1056
44,22,18,2,6,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,2,2,2,2,5,10,1056,South,1055
45,22,18,2,5,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,1,1,1,1,5,11,1055,South,1254
46,22,18,2,4,West,Stop,East,North,South,South,4,False,False,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,-1,-1,-1,-1,5,12,1254,South,1253
4,22,18,11,5,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,10,10,10,10,12,2,-4,North,-5
5,22,18,11,6,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,11,11,11,11,12,1,-5,North,94
6,22,18,11,7,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,12,12,12,12,11,1,94,North,193
7,22,18,11,8,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,13,13,13,13,10,1,193,North,292
8,22,18,11,9,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,14,14,14,14,9,1,292,North,391
9,22,18,11,10,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,15,15,15,15,8,1,391,North,490
10,22,18,11,11,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,16,16,16,16,7,1,490,North,589
11,22,18,11,12,West,Stop,East,None,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,17,17,17,17,6,1,589,East,588
12,22,18,12,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,18,18,18,18,6,2,588,East,587
15,22,18,15,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,21,21,21,21,6,5,585,North,584
16,22,18,15,13,None,Stop,None,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,22,22,22,22,6,6,584,North,583
17,22,18,15,14,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,583,North,582
18,22,18,15,15,West,Stop,None,North,South,North,4,False,True,True,True,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,24,24,24,24,6,8,582,West,781
19,22,18,14,15,West,Stop,East,North,South,West,4,False,True,True,False,True,2,4,7,15,14,15,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,781,West,780
21,22,18,13,16,West,Stop,East,None,South,North,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,23,23,23,23,6,7,779,West,778
26,22,18,8,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,18,18,18,18,6,6,774,West,773
27,22,18,7,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,17,17,17,17,6,7,773,South,972
28,22,18,7,15,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,7,15,5,1,19,4,Stop,Stop,Stop,Stop,16,16,16,16,6,6,972,South,971
30,22,18,6,14,West,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,14,14,14,14,6,6,970,South,969
31,22,18,6,13,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,13,13,13,13,6,5,969,South,968
32,22,18,6,12,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,12,12,12,12,6,4,968,East,967
35,22,18,9,12,West,Stop,East,North,South,East,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,15,15,15,15,6,1,965,East,1064
36,22,18,10,12,West,Stop,East,None,South,East,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,16,16,16,16,5,1,1064,South,1163
37,22,18,10,11,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,15,15,15,15,4,1,1163,South,1262
38,22,18,10,10,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,14,14,14,14,3,1,1262,South,1361
39,22,18,10,9,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,13,13,13,13,2,1,1361,South,1460
40,22,18,10,8,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,12,12,12,12,1,1,1460,South,1559
41,22,18,10,7,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,11,11,11,11,0,-1,1559,West,1558
42,22,18,9,7,West,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,10,10,10,10,0,-1,1558,West,1557
44,22,18,7,7,West,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,8,8,8,8,0,-1,1556,South,1555
45,22,18,7,6,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,1555,South,1554
46,22,18,7,5,West,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,1554,West,1553
50,22,18,3,5,West,Stop,East,None,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,2,2,2,2,0,-1,1550,West,1549
51,22,18,2,5,West,Stop,East,North,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,1,1,1,1,0,-1,1549,South,1748
52,22,18,2,4,West,Stop,East,North,South,South,4,False,False,False,False,True,2,4,3,1,5,1,19,4,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,1748,South,1747
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,4,9,10,3,18,6,25,14,West,West,East,North,12,12,12,12,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,4,10,10,3,19,6,25,15,North,West,East,North,11,11,11,11,0,-1,-3,Stop,-4
4,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,3,10,11,3,20,6,24,15,West,East,East,West,10,10,10,10,0,-1,-4,South,-5
5,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,3,9,11,4,20,6,23,15,South,North,East,West,10,10,10,10,0,-1,-5,South,-6
6,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,4,9,10,4,20,6,23,15,East,West,East,West,10,10,10,10,0,-1,-6,South,-7
7,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,3,9,10,5,19,6,24,15,West,North,West,East,8,8,8,8,0,-1,-7,South,-8
8,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,3,10,10,4,19,5,23,15,North,South,South,West,6,6,6,6,0,-1,-8,South,-9
9,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,3,9,9,4,20,5,23,16,South,West,East,North,6,6,6,6,0,-1,-9,South,-10
10,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,4,9,9,4,20,6,23,15,East,West,North,South,6,6,6,6,0,-1,-10,South,-11
11,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,4,10,8,4,20,6,23,14,North,West,North,South,4,4,4,4,0,-1,-11,South,-12
12,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,4,9,8,3,20,6,24,14,South,South,North,East,4,4,4,4,0,-1,-12,South,-13
13,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,3,9,8,4,21,6,25,14,West,North,East,East,2,2,2,2,0,-1,-13,South,-14
14,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,3,10,9,4,22,6,25,15,North,East,East,North,4,4,4,4,0,-1,-14,South,-15
15,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,3,10,9,4,23,6,25,14,North,East,East,South,5,5,5,5,0,-1,-15,South,-16
16,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,3,9,10,4,23,5,25,13,South,East,South,South,5,5,5,5,0,-1,-16,East,-17
17,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,3,9,10,4,23,4,25,14,South,East,South,North,4,4,4,4,0,-1,-17,East,-18
18,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,3,10,9,4,24,4,25,13,North,West,East,South,4,4,4,4,0,-1,-18,North,-19
19,27,20,3,7,None,Stop,East,North,South,North,4,False,True,True,True,True,3,9,9,5,25,4,25,14,South,North,East,North,2,2,2,2,0,-1,-19,North,-20
20,27,20,3,8,None,Stop,East,North,South,North,4,False,True,True,True,True,3,9,9,6,25,3,25,15,South,North,South,North,1,1,1,1,0,-1,-20,North,179
