@relation pac-man

@attribute width NUMERIC
@attribute height NUMERIC
@attribute pacmanPosition NUMERIC
@attribute legalPacmanActions NUMERIC
@attribute direction NUMERIC
@attribute numAgents NUMERIC
@attribute livingGhosts NUMERIC
@attribute ghostPositions NUMERIC
@attribute ghostDirections NUMERIC
@attribute ghostDistances NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute action NUMERIC
@attribute score NUMERIC

@data
16,5,71,403,4,4,11110,113151142,0000,0008,0,0,3,2950
16,5,81,403,3,4,11110,113151142,0000,0007,0,0,3,2949
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,4,2948
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2947
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,3,2946
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2945
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,3,2944
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,1,2943
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,3,2942
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2941
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,3,2940
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2939
16,5,93,4032,1,4,11110,113151142,0000,0006,0,0,2,2938
16,5,83,03,4,4,11110,113151142,0000,0007,0,0,0,2937
16,5,93,4032,3,4,11110,113151142,0000,0006,0,0,4,2936
16,5,83,03,4,4,11110,113151142,0000,0007,0,0,3,2935
16,5,93,4032,3,4,11110,113151142,0000,0006,0,0,3,2934
16,5,92,012,2,4,11110,113151142,0000,0005,0,0,1,2933
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,4,2932
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2931
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,1,2930
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2929
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2928
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2927
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2926
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2925
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2924
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2923
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2922
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,4,2921
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2920
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2919
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2918
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2917
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2916
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2915
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2914
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2913
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2912
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2911
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2910
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2909
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2908
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2907
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2906
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2905
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,3,2904
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2903
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2902
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2901
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2900
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2899
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2898
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2897
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2896
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2895
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2894
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2893
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2892
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2891
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2890
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2889
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2888
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2887
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2886
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2885
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2884
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,4,2883
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2882
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2881
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2880
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2879
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,4,2878
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,4,2877
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,3,2876
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2875
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2874
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2873
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2872
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2871
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2870
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2869
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2868
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2867
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2866
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2865
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2864
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2863
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2862
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2861
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2860
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2859
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2858
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2857
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2856
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2855
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2854
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2853
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2852
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2851
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2850
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2849
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2848
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2847
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,4,2846
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2845
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,1,2844
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2843
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,3,2842
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2841
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2840
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2839
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2838
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2837
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,4,2836
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2835
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,3,2834
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2833
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2832
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2831
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2830
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2829
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2828
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2827
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2826
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2825
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2824
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2823
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2822
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2821
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2820
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,4,2819
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2818
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,4,2817
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2816
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2815
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2814
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2813
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2812
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2811
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,4,2810
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,3,2809
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2808
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2807
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2806
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2805
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2804
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,1,2803
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2802
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2801
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,4,2800
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2799
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2798
16,5,91,4031,4,4,11110,113151142,0000,0006,0,0,3,2797
16,5,92,012,1,4,11110,113151142,0000,0005,0,0,2,2796
16,5,91,4031,2,4,11110,113151142,0000,0006,0,0,4,2795
16,5,81,403,4,4,11110,113151142,0000,0007,0,0,3,2794
16,5,91,4031,3,4,11110,113151142,0000,0006,0,0,1,2793
16,5,101,40,3,4,11110,113151142,0000,0005,0,0,0,2792
