20;13;(1, 11);['Stop', 'East', 'South'];Stop;4;[False, True, True, True, True];[(6, 5), (6, 9), (8, 11), (14, 6)];['Stop', 'Stop', 'Stop', 'Stop'];[11, 7, 7, 18];2;14;-2;Stop
20;13;(1, 11);['Stop', 'East', 'South'];Stop;4;[False, True, True, True, True];[(5, 5), (6, 8), (9, 11), (14, 5)];['West', 'South', 'East', 'South'];[10, 8, 8, 19];2;14;-3;Stop
20;13;(2, 11);['West', 'Stop', 'East'];East;4;[False, True, True, True, True];[(5, 4), (6, 9), (9, 11), (13, 5)];['South', 'North', 'East', 'West'];[10, 6, 7, 17];2;13;-4;East
20;13;(3, 11);['West', 'Stop', 'East'];East;4;[False, True, True, True, True];[(5, 4), (6, 8), (10, 11), (14, 5)];['South', 'South', 'East', 'East'];[9, 6, 7, 17];2;12;-5;East
20;13;(4, 11);['West', 'Stop', 'East'];East;4;[False, True, True, True, True];[(5, 3), (5, 8), (10, 11), (14, 4)];['South', 'West', 'East', 'South'];[9, 4, 6, 17];2;11;-6;East
20;13;(5, 11);['West', 'Stop', 'East', 'South'];East;4;[False, True, True, True, True];[(5, 4), (5, 9), (9, 11), (13, 4)];['North', 'North', 'West', 'West'];[7, 2, 4, 15];2;10;-7;East
20;13;(5, 10);['Stop', 'East', 'North', 'South'];South;4;[False, True, True, True, True];[(6, 4), (6, 9), (8, 11), (13, 4)];['East', 'East', 'West', 'West'];[7, 2, 4, 14];2;9;-8;South
20;13;(5, 9);['West', 'Stop', 'East', 'North', 'South'];South;4;[False, True, True, True, True];[(6, 3), (6, 10), (8, 11), (14, 4)];['South', 'North', 'West', 'East'];[7, 2, 5, 14];2;8;-9;South
20;13;(6, 9);['West', 'Stop', 'East', 'North', 'South'];East;4;[False, True, True, True, True];[(6, 3), (6, 10), (9, 11), (15, 4)];['South', 'North', 'East', 'East'];[6, 1, 5, 14];2;7;-10;East
20;13;(6, 10);['West', 'Stop', 'North', 'South'];North;4;[False, True, True, True, True];[(7, 3), (5, 10), (10, 11), (15, 5)];['East', 'West', 'East', 'North'];[8, 1, 5, 14];2;8;189;North
20;13;(6, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, True, True];[(6, 3), (3, 1), (10, 11), (15, 4)];['West', 'Stop', 'East', 'South'];[8, None, 4, 16];2;9;188;Stop
20;13;(6, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, True, True];[(6, 3), (3, 1), (10, 10), (16, 4)];['West', 'Stop', 'South', 'East'];[8, None, 5, 17];2;9;187;Stop
20;13;(7, 11);['West', 'Stop', 'East'];East;4;[False, True, False, True, True];[(5, 3), (3, 1), (10, 9), (15, 4)];['West', 'Stop', 'South', 'West'];[10, None, 5, 15];2;8;186;East
20;13;(8, 11);['West', 'Stop', 'East'];East;4;[False, True, False, True, True];[(5, 3), (3, 1), (9, 9), (14, 4)];['West', 'Stop', 'West', 'West'];[11, None, 3, 13];2;7;185;East
20;13;(9, 11);['West', 'Stop', 'East'];East;4;[False, True, False, True, True];[(4, 3), (3, 1), (8, 9), (14, 4)];['West', 'Stop', 'West', 'West'];[13, None, 3, 12];2;6;184;East
20;13;(10, 11);['West', 'Stop', 'East', 'South'];East;4;[False, True, False, True, True];[(4, 4), (3, 1), (8, 9), (14, 3)];['North', 'Stop', 'West', 'South'];[13, None, 4, 12];2;5;183;East
20;13;(11, 11);['West', 'Stop', 'East', 'South'];East;4;[False, True, False, True, True];[(3, 4), (3, 1), (7, 9), (14, 3)];['West', 'Stop', 'West', 'South'];[15, None, 6, 11];2;4;182;East
20;13;(12, 11);['West', 'Stop', 'East'];East;4;[False, True, False, True, True];[(3, 3), (3, 1), (8, 9), (15, 3)];['South', 'Stop', 'East', 'East'];[17, None, 6, 11];2;3;181;East
20;13;(13, 11);['West', 'Stop', 'East'];East;4;[False, True, False, True, True];[(3, 4), (3, 1), (9, 9), (15, 4)];['North', 'Stop', 'East', 'North'];[17, None, 6, 9];2;2;180;East
20;13;(14, 11);['West', 'Stop', 'East', 'South'];East;4;[False, True, False, True, True];[(2, 4), (3, 1), (9, 8), (15, 5)];['West', 'Stop', 'South', 'North'];[19, None, 8, 7];2;1;279;East
20;13;(14, 10);['Stop', 'North', 'South'];South;4;[False, True, False, True, True];[(2, 5), (3, 1), (10, 8), (15, 4)];['North', 'Stop', 'East', 'South'];[17, None, 6, 7];1;8;278;South
20;13;(14, 9);['West', 'Stop', 'East', 'North', 'South'];South;4;[False, True, False, True, True];[(2, 4), (3, 1), (10, 8), (15, 3)];['South', 'Stop', 'East', 'South'];[17, None, 5, 7];1;7;277;South
20;13;(14, 8);['West', 'Stop', 'East', 'North', 'South'];South;4;[False, True, False, True, True];[(3, 4), (3, 1), (10, 9), (16, 3)];['East', 'Stop', 'North', 'East'];[15, None, 5, 7];1;6;276;South
20;13;(13, 8);['West', 'Stop', 'East', 'North', 'South'];West;4;[False, True, False, True, True];[(4, 4), (3, 1), (10, 10), (16, 3)];['East', 'Stop', 'North', 'East'];[13, None, 5, 8];1;5;275;West
20;13;(12, 8);['Stop', 'East', 'North', 'South'];West;4;[False, True, False, True, True];[(4, 3), (3, 1), (10, 11), (16, 3)];['South', 'Stop', 'North', 'East'];[13, None, 5, 9];1;4;274;Stop
20;13;(12, 9);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, True, True];[(4, 3), (3, 1), (11, 11), (16, 4)];['South', 'Stop', 'East', 'North'];[14, None, 3, 9];1;5;273;Stop
20;13;(11, 9);['West', 'Stop', 'East', 'North'];West;4;[False, True, False, True, True];[(4, 3), (3, 1), (11, 10), (17, 4)];['South', 'Stop', 'South', 'East'];[13, None, 1, 11];1;4;272;West
20;13;(10, 9);['West', 'Stop', 'East', 'North', 'South'];West;4;[False, True, False, True, True];[(4, 4), (3, 1), (10, 10), (17, 3)];['North', 'Stop', 'West', 'South'];[11, None, 1, 13];1;3;271;West
20;13;(10, 10);['Stop', 'East', 'North', 'South'];North;4;[False, True, False, True, True];[(4, 4), (3, 1), (11, 10), (16, 3)];['North', 'Stop', 'East', 'West'];[12, None, 1, 13];1;4;270;East
20;13;(10, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, True, True];[(5, 4), (3, 1), (11, 9), (15, 3)];['East', 'Stop', 'South', 'West'];[12, None, 3, 13];1;5;269;Stop
20;13;(11, 11);['West', 'Stop', 'East', 'South'];East;4;[False, True, False, True, True];[(6, 4), (3, 1), (10, 9), (15, 4)];['East', 'Stop', 'West', 'North'];[12, None, 3, 11];1;6;268;East
20;13;(11, 10);['West', 'Stop', 'North', 'South'];South;4;[False, True, False, True, True];[(7, 4), (3, 1), (10, 10), (15, 4)];['East', 'Stop', 'North', 'North'];[10, None, 1, 10];1;5;267;South
20;13;(11, 9);['West', 'Stop', 'East', 'North'];South;4;[False, True, False, True, True];[(7, 4), (3, 1), (10, 11), (15, 5)];['East', 'Stop', 'North', 'North'];[9, None, 3, 8];1;4;266;Stop
20;13;(10, 9);['West', 'Stop', 'East', 'North', 'South'];West;4;[False, True, False, True, True];[(7, 5), (3, 1), (10, 10), (15, 4)];['North', 'Stop', 'South', 'South'];[7, None, 1, 10];1;3;465;West
20;13;(10, 10);['Stop', 'East', 'North', 'South'];North;4;[False, True, False, False, True];[(8, 5), (3, 1), (5, 1), (16, 4)];['East', 'Stop', 'Stop', 'East'];[7, None, None, 12];1;4;464;North
20;13;(10, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (15, 4)];['East', 'Stop', 'Stop', 'West'];[7, None, None, 12];1;5;463;Stop
20;13;(10, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (15, 3)];['East', 'Stop', 'Stop', 'South'];[7, None, None, 13];1;5;462;Stop
20;13;(10, 11);['West', 'Stop', 'East', 'South'];North;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (15, 3)];['East', 'Stop', 'Stop', 'South'];[7, None, None, 13];1;5;461;Stop
20;13;(10, 10);['Stop', 'East', 'North', 'South'];South;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (15, 3)];['East', 'Stop', 'Stop', 'South'];[6, None, None, 12];1;4;460;South
20;13;(10, 9);['West', 'Stop', 'East', 'North', 'South'];South;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (14, 3)];['East', 'Stop', 'Stop', 'West'];[5, None, None, 10];1;3;459;South
20;13;(10, 8);['West', 'Stop', 'North', 'South'];South;4;[False, True, False, False, True];[(9, 6), (3, 1), (5, 1), (14, 4)];['North', 'Stop', 'Stop', 'North'];[3, None, None, 8];1;2;458;South
20;13;(10, 7);['West', 'Stop', 'North', 'South'];South;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (14, 3)];['South', 'Stop', 'Stop', 'South'];[3, None, None, 8];1;1;557;South
20;13;(10, 6);['West', 'Stop', 'North', 'South'];South;4;[False, True, False, False, True];[(9, 5), (3, 1), (5, 1), (15, 3)];['South', 'Stop', 'Stop', 'East'];[2, None, None, 8];0;None;556;South
20;13;(10, 5);['West', 'Stop', 'East', 'North', 'South'];South;4;[False, True, False, False, True];[(8, 5), (3, 1), (5, 1), (15, 4)];['West', 'Stop', 'Stop', 'North'];[2, None, None, 6];0;None;555;South
20;13;(9, 5);['West', 'Stop', 'East', 'North', 'South'];West;4;[False, True, False, False, True];[(8, 4), (3, 1), (5, 1), (14, 4)];['South', 'Stop', 'Stop', 'West'];[2, None, None, 6];0;None;554;West
20;13;(8, 5);['West', 'Stop', 'East', 'North', 'South'];West;4;[False, True, False, False, True];[(8, 3), (3, 1), (5, 1), (14, 5)];['South', 'Stop', 'Stop', 'North'];[2, None, None, 6];0;None;553;West
