@relation pac-man

@attribute width NUMERIC
@attribute height NUMERIC
@attribute pacmanPosition NUMERIC
@attribute legalPacmanActions NUMERIC
@attribute direction NUMERIC
@attribute numAgents NUMERIC
@attribute livingGhosts NUMERIC
@attribute ghostPositions NUMERIC
@attribute ghostDirections NUMERIC
@attribute ghostDistances NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute action NUMERIC
@attribute score NUMERIC

@data
22,18,1111,40312,1,4,10000,343101414194,2242,159615,10,1,1,288
22,18,1112,4032,1,4,10000,244101514184,4334,179615,9,1,0,387
22,18,1012,4032,4,4,10000,23491414185,2241,179615,8,1,4,386
22,18,912,40312,4,4,10000,13481415185,4211,179816,8,2,2,385
22,18,911,0312,2,4,10000,23481515184,3232,1581016,8,1,2,384
22,18,910,0312,2,4,10000,33481415194,3243,1371016,8,1,2,383
22,18,99,40312,2,4,10000,33471315195,3241,1271014,8,1,2,482
22,18,109,40312,3,4,10000,33471315195,3241,138913,7,1,3,581
22,18,119,40312,3,4,10000,23481415194,4132,158913,6,1,3,580
22,18,109,40312,4,4,10000,33491414195,3121,136913,6,1,4,579
22,18,99,40312,4,4,10000,43481514205,3233,1161115,6,2,4,578
22,18,89,403,4,4,10000,43471514206,3231,1061215,6,3,4,577
22,18,79,40312,4,4,10000,33571414206,4341,1041216,6,4,4,576
22,18,69,0312,4,4,10000,33571415205,4312,931418,6,5,0,575
22,18,68,0312,2,4,10000,34671515205,1332,711617,6,4,2,574
22,18,67,4031,2,4,10000,24771516205,4312,711816,6,4,0,573
22,18,57,403,4,4,10000,34771515204,3322,521818,6,5,4,572
22,18,67,4031,3,4,10000,33871415203,2342,721618,6,4,3,571
22,18,77,40312,3,4,10000,33871515193,2334,811616,6,3,3,770
22,18,87,403,3,4,10100,43311516183,3014,801614,6,2,3,769
22,18,97,40312,3,4,10100,33311416183,4044,1001413,6,1,3,868
22,18,107,40312,3,4,10100,34311516173,1034,1001411,5,1,3,967
22,18,117,40312,3,4,10100,34311416183,1043,1101211,4,1,3,1066
22,18,118,40312,1,4,10100,35311416173,1044,1101111,3,1,1,1165
22,18,108,40312,4,4,10100,34311416163,2044,1101211,2,2,4,1164
22,18,98,0312,4,4,10100,24311516163,4034,1101412,2,3,0,1163
22,18,99,40312,1,4,10100,24311515163,4024,1201213,2,2,1,1162
22,18,109,40312,3,4,10100,14311516163,4014,1401212,2,1,3,1161
22,18,119,40312,3,4,10100,14311416153,4044,1501010,2,2,3,1160
22,18,1110,40312,1,4,10100,15311316153,1044,150811,2,1,1,1259
22,18,1010,40312,4,4,10100,25311416143,3034,1301011,1,1,4,1258
22,18,910,0312,4,4,10100,26311415143,1024,1101012,1,2,0,1257
22,18,911,0312,1,4,10100,26311415153,1023,120914,1,1,3,1356
22,18,1011,40312,3,4,10100,27311415163,1023,120814,0,0,3,1355
22,18,1012,4032,1,4,10100,17311416163,4013,140815,0,0,3,1354
22,18,1112,4032,3,4,10100,27311316163,3043,140614,0,0,3,1353
22,18,1212,40312,3,4,10100,26311216163,2043,160413,0,0,1,1352
22,18,1213,012,1,4,10100,25311216173,2043,180315,0,0,1,1351
22,18,1214,402,1,4,10100,35311116163,3044,180315,0,0,0,1350
22,18,1214,402,1,4,10100,45311016153,3044,170414,0,0,0,1349
22,18,1214,402,1,4,10100,55311116163,3033,160315,0,0,0,1348
22,18,1114,403,4,4,10100,65311016153,3044,140315,0,0,4,1347
22,18,1014,403,4,4,10100,55311116153,4034,140316,0,0,4,1346
22,18,914,032,4,4,10100,65311116143,3034,120416,0,0,2,1345
22,18,913,012,2,4,10100,65311016144,3041,110414,0,0,2,1344
22,18,912,40312,2,4,10100,75311116143,3032,90614,0,0,2,1343
22,18,911,0312,2,4,10100,76311116133,1034,70712,0,0,2,1342
22,18,910,0312,2,4,10100,76311016143,1043,60712,0,0,2,1341
22,18,99,40312,2,4,10100,75311016133,2044,60810,0,0,2,1340
22,18,98,0312,2,4,10100,75311016133,2044,5099,0,0,2,1339
22,18,97,40312,2,4,10100,7631916143,1043,3099,0,0,2,1338
22,18,87,403,4,4,10100,7731916153,1043,101011,0,0,4,1337
22,18,77,40312,4,4,10100,7631816143,2044,101011,0,0,4,1536
22,18,67,4031,4,4,11100,1131916143,0034,001212,0,0,4,1535
22,18,57,403,4,4,11100,11311016153,0033,001414,0,0,4,1534
22,18,47,031,4,4,11100,11311116163,0033,001616,0,0,0,1533
22,18,47,031,4,4,11100,11311116163,0033,001616,0,0,0,1532
22,18,57,403,3,4,11100,11311116163,0033,001515,0,0,3,1531
22,18,67,4031,3,4,11100,11311116163,0033,001414,0,0,3,1530
22,18,68,0312,1,4,11100,11311216173,0033,001416,0,0,1,1529
22,18,69,0312,1,4,11100,11311116183,0043,001218,0,0,1,1528
22,18,610,40312,1,4,11100,11311016184,0041,001018,0,0,1,1527
22,18,611,012,1,4,11100,1131916185,0041,00818,0,0,1,1526
22,18,612,40312,1,4,11100,11311016175,0034,00818,0,0,1,1525
22,18,613,012,1,4,11100,1131916175,0044,00619,0,0,1,1524
22,18,614,40312,1,4,11100,1131816175,0044,00420,0,0,1,1523
22,18,615,0312,1,4,11100,1131916165,0034,00420,0,0,1,1522
22,18,616,4032,1,4,11100,11311016155,0034,00420,0,0,0,1521
22,18,716,4032,3,4,11100,1131916165,0043,00220,0,0,3,1720
22,18,816,4032,3,4,11110,1131816155,0004,00018,0,0,3,1719
22,18,916,403,3,4,11110,113151145,0004,00016,0,0,3,1718
22,18,1016,403,3,4,11110,113151145,0004,00015,0,0,3,1717
22,18,1116,403,3,4,11110,113151155,0003,00015,0,0,3,1716
22,18,1216,403,3,4,11110,113151155,0003,00014,0,0,3,1715
22,18,1316,4032,3,4,11110,113151145,0004,00012,0,0,3,1714
22,18,1416,4032,3,4,11110,113151155,0003,00012,0,0,3,1713
22,18,1516,4032,3,4,11110,113151145,0004,00012,0,0,3,1712
22,18,1515,4012,2,4,11110,113151146,0001,00010,0,0,2,1711
22,18,1514,40312,2,4,11110,113151145,0002,00010,0,0,2,1710
22,18,1513,012,2,4,11110,113151144,0002,00010,0,0,2,1709
22,18,1512,40312,2,4,11110,113151144,0002,0009,0,0,2,1708
22,18,1511,012,2,4,11110,113151145,0001,0007,0,0,2,1707
22,18,1510,40312,2,4,11110,113151146,0001,0005,0,0,2,1706
22,18,159,4012,2,4,11110,113151145,0002,0005,0,0,2,1705
22,18,149,40312,4,4,11110,113151155,0003,0005,0,0,4,1704
22,18,148,0312,2,4,11110,113151165,0003,0005,0,0,2,1703
22,18,147,40312,2,4,11110,113151175,0003,0005,0,0,2,1702
22,18,146,012,2,4,11110,113151185,0003,0005,0,0,2,1701
22,18,145,0312,2,4,11110,113151195,0003,0005,0,0,2,1700
22,18,155,403,3,4,11110,113151205,0003,0005,0,0,3,1699
22,18,165,403,3,4,11110,113151206,0001,0005,0,0,3,1698
22,18,175,403,3,4,11110,113151205,0002,0003,0,0,3,1697
22,18,185,4032,3,4,11110,113151204,0002,0003,0,0,3,1696
22,18,195,40312,3,4,11110,113151203,0002,0003,0,0,3,1695
0,0,0,0,0,0,0,0,0,0,0,0,0,-1
27,20,118,032,0,4,10000,591131762513,0000,13252829,0,0,0,-2
27,20,118,032,0,4,10000,591131762513,0000,13252829,0,0,0,-3
27,20,218,403,3,4,10000,591131762513,0000,12242728,0,0,3,-4
27,20,318,403,3,4,10000,591131762513,0000,11232627,0,0,3,-5
27,20,418,403,3,4,10000,591131762513,0000,10222526,0,0,3,-6
27,20,518,403,3,4,10000,591131762513,0000,9212425,0,0,3,-7
27,20,618,403,3,4,10000,591131762513,0000,10202324,0,0,3,-8
27,20,718,403,3,4,10000,591131762513,0000,11192223,0,0,3,-9
27,20,818,403,3,4,10000,591131762513,0000,12182122,0,0,3,-10
27,20,918,403,3,4,10000,591131762513,0000,13172021,0,0,3,-11
27,20,1018,403,3,4,10000,591131762513,0000,14161920,0,0,3,-12
27,20,1118,403,3,4,10000,591131762513,0000,15151819,0,0,3,-13
27,20,1218,403,3,4,10000,591131762513,0000,16161718,0,0,3,-14
27,20,1318,403,3,4,10000,591131762513,0000,17171617,0,0,3,-15
27,20,1418,4032,3,4,10000,591131762513,0000,18181516,0,0,2,-16
27,20,1417,0312,2,4,10000,591131762513,0000,17171415,0,0,2,-17
27,20,1416,40312,2,4,10000,591131762513,0000,16161314,0,0,4,-18
27,20,1316,4032,4,4,10000,591131762513,0000,15151415,0,0,4,-19
27,20,1216,4032,4,4,10000,591131762513,0000,14141516,0,0,4,-20
27,20,1116,4032,4,4,10000,591131762513,0000,13131617,0,0,4,-21
27,20,1016,4032,4,4,10000,591131762513,0000,12141718,0,0,4,-22
27,20,916,4032,4,4,10000,591131762513,0000,11151819,0,0,4,-23
27,20,816,4032,4,4,10000,591131762513,0000,10161920,0,0,4,-24
27,20,815,40312,2,4,10000,591131762513,0000,9151819,0,0,2,-25
27,20,814,40312,2,4,10000,591131762513,0000,8141718,0,0,2,-26
27,20,813,0312,2,4,10000,591131762513,0000,7131617,0,0,2,-27
27,20,812,40312,2,4,10000,591131762513,0000,6121518,0,0,2,-28
27,20,811,0312,2,4,10000,591131762513,0000,5111419,0,0,2,-29
27,20,810,0312,2,4,10000,591131762513,0000,4101320,0,0,2,-30
27,20,89,0312,2,4,10000,591131762513,0000,391221,0,0,2,-31
27,20,88,0312,2,4,10000,591131762513,0000,481122,0,0,2,-32
27,20,87,0312,2,4,10000,591131762513,0000,571023,0,0,2,-33
27,20,86,40312,2,4,10000,591131762513,0000,66924,0,0,2,-34
27,20,76,403,4,4,10000,591131762513,0000,571025,0,0,4,-35
27,20,66,4031,4,4,10000,591131762513,0000,481126,0,0,4,-36
27,20,56,40312,4,4,10000,591131762513,0000,391227,0,0,4,-37
27,20,57,40312,1,4,10000,591131762513,0000,2101326,0,0,1,-38
27,20,58,40312,1,4,10000,591131762513,0000,1111425,0,0,1,161
27,20,59,40312,1,4,11000,591131762513,0000,0121524,0,0,1,160
27,20,58,40312,2,4,11000,111131762513,0000,0111425,0,0,2,159
27,20,57,40312,2,4,11000,111131762513,0000,0101326,0,0,2,158
27,20,67,4012,3,4,11000,111131762513,0000,091225,0,0,0,157
27,20,67,4012,3,4,11000,111131762513,0000,091225,0,0,0,156
27,20,67,4012,3,4,11000,111131762513,0000,091225,0,0,0,155
27,20,66,4031,2,4,11000,111131762513,0000,081126,0,0,3,154
27,20,76,403,3,4,11000,111131762513,0000,071025,0,0,3,153
27,20,86,40312,3,4,11000,111131762513,0000,06924,0,0,3,152
27,20,96,40312,3,4,11000,111131762513,0000,05823,0,0,3,151
27,20,106,40312,3,4,11000,111131762513,0000,04722,0,0,3,150
27,20,116,4012,3,4,11000,111131762513,0000,03621,0,0,0,149
27,20,115,4012,2,4,11000,111131762513,0000,02722,0,0,2,148
27,20,114,4012,2,4,11000,111131762513,0000,01823,0,0,2,347
27,20,113,401,2,4,11100,111131762513,0000,00924,0,0,0,346
27,20,114,4012,1,4,11100,11311762513,0000,00823,0,0,1,345
27,20,115,4012,1,4,11100,11311762513,0000,00722,0,0,1,344
27,20,116,4012,1,4,11100,11311762513,0000,00621,0,0,1,343
27,20,117,4012,1,4,11100,11311762513,0000,00720,0,0,1,342
27,20,118,4012,1,4,11100,11311762513,0000,00819,0,0,1,341
27,20,119,4012,1,4,11100,11311762513,0000,00918,0,0,1,340
27,20,1110,4012,1,4,11100,11311762513,0000,001017,0,0,1,339
27,20,1111,4012,1,4,11100,11311762513,0000,001116,0,0,1,338
27,20,1112,4032,1,4,11100,11311762513,0000,001215,0,0,3,337
27,20,1212,403,3,4,11100,11311762513,0000,001114,0,0,3,336
27,20,1312,4032,3,4,11100,11311762513,0000,001013,0,0,3,335
27,20,1412,40312,3,4,11100,11311762513,0000,00912,0,0,3,334
27,20,1411,40312,2,4,11100,11311762513,0000,00813,0,0,2,333
27,20,1410,40312,2,4,11100,11311762513,0000,00714,0,0,2,332
27,20,149,4012,2,4,11100,11311762513,0000,00615,0,0,2,331
27,20,148,40312,2,4,11100,11311762513,0000,00516,0,0,2,330
27,20,147,4012,2,4,11100,11311762513,0000,00417,0,0,2,329
27,20,146,40312,2,4,11100,11311762513,0000,00318,0,0,2,328
27,20,156,403,3,4,11100,11311762513,0000,00217,0,0,3,327
27,20,166,403,3,4,11100,11311762513,0000,00116,0,0,3,526
27,20,176,4032,3,4,11110,11311762513,0000,00015,0,0,3,525
27,20,186,4032,3,4,11110,1131512513,0000,00014,0,0,3,524
27,20,196,4032,3,4,11110,1131512513,0000,00013,0,0,3,523
27,20,206,4032,3,4,11110,1131512513,0000,00012,0,0,3,522
27,20,216,403,3,4,11110,1131512513,0000,00011,0,0,3,521
27,20,226,403,3,4,11110,1131512513,0000,00010,0,0,3,520
27,20,236,40312,3,4,11110,1131512513,0000,0009,0,0,3,519
27,20,237,0312,1,4,11110,1131512513,0000,0008,0,0,1,518
27,20,238,40312,1,4,11110,1131512513,0000,0007,0,0,1,517
27,20,239,0312,1,4,11110,1131512513,0000,0006,0,0,1,516
27,20,2310,40312,1,4,11110,1131512513,0000,0005,0,0,1,515
27,20,2210,4031,4,4,11110,1131512513,0000,0006,0,0,4,514
27,20,2110,403,4,4,11110,1131512513,0000,0007,0,0,4,513
27,20,2010,4031,4,4,11110,1131512513,0000,0008,0,0,4,512
27,20,2011,4012,1,4,11110,1131512513,0000,0007,0,0,1,511
27,20,2012,4012,1,4,11110,1131512513,0000,0006,0,0,1,510
27,20,2013,4012,1,4,11110,1131512513,0000,0005,0,0,1,509
27,20,2014,4012,1,4,11110,1131512513,0000,0006,0,0,1,508
27,20,2015,0312,1,4,11110,1131512513,0000,0007,0,0,3,507
27,20,2115,4031,3,4,11110,1131512513,0000,0006,0,0,3,506
27,20,2215,40312,3,4,11110,1131512513,0000,0005,0,0,3,505
27,20,2315,40312,3,4,11110,1131512513,0000,0004,0,0,3,504
27,20,2415,40312,3,4,11110,1131512513,0000,0003,0,0,3,503
27,20,2515,4012,3,4,11110,1131512513,0000,0002,0,0,0,502
27,20,2514,4012,2,4,11110,1131512513,0000,0001,0,0,2,701
0,0,0,0,0,0,0,0,0,0,0,0,0,-1
28,27,141,403,0,4,10000,1013131314131713,0000,16131215,229,1,0,98
28,27,151,4031,3,4,10000,1013131313131613,0044,17141413,228,1,3,197
28,27,161,403,3,4,10000,1013121313131713,0443,18161513,227,1,3,296
28,27,171,403,3,4,10000,1113131312131613,3344,18161713,226,1,3,395
28,27,181,403,3,4,10000,1013131411131613,4144,20181914,225,1,3,494
28,27,191,403,3,4,10000,1113131410131613,3144,20192115,224,1,3,593
28,27,201,403,3,4,10000,1013131511131613,4134,22212116,223,1,3,692
28,27,211,403,3,4,10000,1113121512131613,3434,22232117,222,1,3,791
28,27,221,403,3,4,10000,1013131511131513,4344,24232319,221,1,3,890
28,27,231,403,3,4,10000,1013121512131513,4434,25252320,220,1,3,989
28,27,241,403,3,4,10000,1013121611131613,4143,26272520,219,1,3,1088
28,27,251,403,3,4,10000,1113121711131613,3143,26292621,218,1,3,1187
28,27,261,401,3,4,10000,1113121611131713,3243,27292721,217,1,1,1286
28,27,262,012,1,4,10000,1013121712131713,4133,27292520,216,1,1,1385
28,27,263,402,1,4,10000,1013121612131613,4234,26272420,215,1,0,1384
28,27,263,402,1,4,10000,1013121512131613,4234,26262420,215,1,0,1383
28,27,263,402,1,4,10000,1113111513131613,3434,25272320,215,1,0,1482
28,27,253,403,4,4,10000,1113121513131513,3334,24252220,214,1,4,1581
28,27,243,4031,4,4,10000,1213111512131413,3444,22252220,213,1,4,1680
28,27,244,012,1,4,10000,1313101513131414,3431,20252020,212,1,1,1779
28,27,245,012,1,4,10000,1314111512131415,1341,20232020,211,1,1,1878
28,27,246,032,1,4,10000,1314111513131315,1334,19221820,210,1,3,1977
28,27,256,403,3,4,10000,1315111514131215,1334,21231822,209,2,3,1976
28,27,266,401,3,4,10000,1314111514141216,2311,21242024,209,1,0,2075
28,27,267,012,1,4,10000,1315121514151215,1312,21222022,208,1,1,2174
28,27,268,012,1,4,10000,1315111515151315,1433,20221820,207,1,1,2273
28,27,269,402,1,4,10000,1215101515161314,4412,20221818,206,1,0,2372
28,27,259,403,4,4,10000,1215101515171313,4412,19211816,205,1,4,2471
28,27,249,403,4,4,10000,1216101515181314,1411,19201816,204,1,4,2570
28,27,239,403,4,4,10000,121691516181315,1431,18201616,203,1,4,2669
28,27,229,403,4,4,10000,1215101515181215,2344,16181616,202,1,4,2768
28,27,219,40312,4,4,10000,121591516181215,2434,15181415,201,1,4,2867
28,27,2110,012,1,4,10000,121581517181315,2433,14181213,200,1,1,2966
28,27,2111,012,1,4,10000,121591518181315,2333,13161012,199,1,1,3065
28,27,2112,012,1,4,10000,111581518191315,4413,13161011,198,1,1,3164
28,27,2113,40312,1,4,10000,111581518201215,4414,12151011,197,1,1,3263
28,27,2114,012,1,4,10000,111581418211215,4214,11131010,196,1,1,3362
28,27,2115,012,1,4,10000,101581318211215,4214,111599,195,1,1,3461
28,27,2116,012,1,4,10000,111581218211216,3211,111789,194,1,1,3560
28,27,2117,012,1,4,10000,111581319211215,3132,1217611,193,1,1,3659
28,27,2118,0312,1,4,10000,101581219211215,4232,1419512,192,1,1,3758
28,27,2119,012,1,4,10000,101581320211315,4133,1519312,191,1,1,3857
28,27,2120,012,1,4,10000,101581319211415,4143,1620312,190,1,1,3956
28,27,2121,40312,1,4,10000,91581418211414,4142,1820314,189,1,1,4055
28,27,2021,403,4,4,10000,91581418211414,4142,1719213,188,1,4,4154
28,27,1921,403,4,4,10000,101581418211414,3142,1518112,187,1,4,4453
28,27,1821,4032,4,4,10010,101581518211314,3104,1416012,186,1,4,4552
28,27,1820,012,2,4,10010,915915511414,4303,1414010,185,1,2,4651
28,27,1819,012,2,4,10010,10151015611413,3332,1212010,184,1,2,4750
28,27,1818,401,2,4,10010,9151115711513,4333,121008,183,1,0,4849
28,27,1718,403,4,4,10010,9151115711613,4333,11906,182,1,4,4948
28,27,1618,403,4,4,10010,8151215611513,4344,11706,181,1,4,5047
28,27,1518,032,4,4,10010,9151315611613,3343,9506,180,3,0,5046
28,27,1517,012,2,4,10010,8151215711513,4434,9504,180,4,2,5045
28,27,1516,012,2,4,10010,8141115611413,2444,9504,180,5,2,5044
28,27,1515,4031,2,4,10010,8141215711413,2334,8303,180,6,0,5043
28,27,1515,4031,2,4,10010,8141216611513,2143,8402,180,6,0,5042
28,27,1415,4032,4,4,10010,8131216511413,2144,8302,180,5,4,5041
28,27,1315,4032,4,4,10010,8121217511414,2141,8302,180,4,4,5040
28,27,1215,4031,4,4,10010,8111216511415,2241,8102,180,3,4,5039
28,27,1216,012,1,4,10010,8101217411415,2141,10103,180,2,1,5238
28,27,1217,012,1,4,10110,8101217511414,2032,11005,180,1,1,5237
28,27,1216,012,2,4,10110,81131511314,1034,9003,180,2,2,5236
28,27,1215,4031,2,4,10110,81241411414,1343,7003,180,3,0,5235
28,27,1315,4032,3,4,10110,81151511414,2333,9002,180,4,3,5234
28,27,1415,4032,3,4,10110,81251411314,1344,9002,180,5,3,5233
28,27,1414,4012,2,4,10110,81241311313,1442,8002,180,6,2,5232
28,27,1314,0312,4,4,10110,81241211213,1444,7002,180,5,0,5231
28,27,1314,0312,4,4,10110,81251111313,1343,7001,180,5,0,5430
28,27,1313,4031,2,4,10111,811511271,2310,70230,180,5,0,5429
28,27,1313,4031,2,4,10111,811511381,2313,70220,180,5,0,5428
28,27,1314,0312,1,4,10111,911411391,3413,70230,180,5,1,5427
28,27,1315,4032,1,4,10111,911411391,3413,80240,180,4,0,5426
28,27,1215,4031,4,4,10111,811411381,4414,80230,180,3,4,5425
28,27,1115,403,4,4,10111,811511291,4323,70230,180,3,4,5424
28,27,1015,403,4,4,10111,911611291,3323,50220,180,3,4,5423
28,27,915,403,4,4,10111,911711381,3314,40200,180,3,4,5422
28,27,815,032,4,4,10111,1011811381,3314,60190,180,2,0,5421
28,27,814,012,2,4,10111,1011911371,3314,50180,180,2,2,5420
28,27,813,4012,2,4,10111,11111011281,3323,50180,180,2,2,5419
